N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
1482.0,KODEX WTI원유선물인버스(H),4245.0,상승  5,+0.12%,0.0,4250.0,4260.0,4235.0
1483.0,KODEX 미국S&P500에너지(합성),14520.0,하락  310,-2.09%,0.0,14525.0,14525.0,14440.0
1484.0,RISE 미국AI테크액티브,11370.0,상승  160,+1.43%,0.0,11545.0,11545.0,11285.0
1485.0,미래에셋 레버리지 미국 방위산업 TOP3 ETN,24950.0,상승  60,+0.24%,0.0,24945.0,24955.0,24910.0
1486.0,KC그린홀딩스,1109.0,상승  20,+1.84%,500.0,1147.0,1147.0,1054.0
1487.0,메리츠 인버스 2X 대표 농산물 선물 ETN(H),24875.0,보합0,0.00%,0.0,25090.0,25090.0,24875.0
1488.0,성문전자,1107.0,하락  5,-0.45%,500.0,1112.0,1112.0,1085.0
1489.0,RISE 내수주플러스,8270.0,하락  115,-1.37%,0.0,8335.0,8335.0,8270.0
1490.0,히어로즈 국고채30년액티브,65215.0,"하락  1,040",-1.57%,0.0,66110.0,66120.0,65125.0
1491.0,한투 레버리지 나스닥100 ETN B,12380.0,상승  360,+3.00%,0.0,12370.0,12380.0,12350.0
1492.0,메리츠 미국채10년 ETN(H),8235.0,하락  10,-0.12%,0.0,8240.0,8245.0,8235.0
1493.0,KODEX 일본TOPIX100,21905.0,하락  215,-0.97%,0.0,22395.0,22395.0,21905.0
1494.0,KODEX 차이나2차전지MSCI(합성),6450.0,하락  10,-0.15%,0.0,6405.0,6620.0,6340.0
1495.0,메리츠 인플레이션 국채 ETN,12235.0,하락  45,-0.37%,0.0,12275.0,12275.0,12225.0
1496.0,WON 미국우주항공방산,16875.0,상승  335,+2.03%,0.0,16705.0,16895.0,16700.0
1497.0,TIGER TSMC파운드리밸류체인,15735.0,상승  250,+1.61%,0.0,15600.0,15815.0,15500.0
1498.0,한투 레버리지 은 선물 ETN,24360.0,하락  160,-0.65%,0.0,24570.0,24630.0,24355.0
1499.0,TIGER 200커버드콜,8060.0,하락  50,-0.62%,0.0,8110.0,8110.0,8040.0
1500.0,WON 반도체밸류체인액티브,8230.0,상승  5,+0.06%,0.0,8255.0,8290.0,8230.0
1501.0,한국ANKOR유전,339.0,상승  13,+3.99%,0.0,333.0,387.0,331.0
1502.0,WON 전단채플러스액티브,50270.0,상승  5,+0.01%,0.0,50270.0,50270.0,50270.0
1503.0,KODEX 미국S&P500헬스케어,12160.0,하락  160,-1.30%,0.0,12205.0,12205.0,12115.0
1504.0,삼성 레버리지 코스피200 선물 ETN,23530.0,하락  565,-2.34%,0.0,23995.0,23995.0,23450.0
1505.0,미래에셋 인버스 코스피200 선물 ETN,11750.0,상승  140,+1.21%,0.0,11620.0,11775.0,11615.0
1506.0,TIGER 미국달러선물인버스2X,5340.0,하락  30,-0.56%,0.0,5350.0,5360.0,5340.0
1507.0,신한 인버스 코스피 200 선물 ETN,11720.0,상승  140,+1.21%,0.0,11630.0,11720.0,11585.0
1508.0,KODEX 배당성장채권혼합,13000.0,하락  20,-0.15%,0.0,13030.0,13030.0,12985.0
1509.0,신한 레버리지 코스피 200 선물 ETN,23390.0,하락  605,-2.52%,0.0,24000.0,24000.0,23390.0
1510.0,한창,1254.0,보합0,0.00%,500.0,0.0,0.0,0.0
1511.0,TIGER 삼성그룹펀더멘털,10595.0,하락  160,-1.49%,0.0,10765.0,10765.0,10555.0
1512.0,N2 미국달러 SOFR금리 플러스 ETN,11610.0,상승  10,+0.09%,0.0,11620.0,11620.0,11610.0
1513.0,하나 레버리지 코스닥150 선물 ETN,23180.0,하락  250,-1.07%,0.0,23560.0,23560.0,23045.0
1514.0,ACE 아시아TOP50S&P,16520.0,하락  45,-0.27%,0.0,16625.0,17000.0,16415.0
1515.0,한투 레버리지 코스닥150선물 ETN,23115.0,하락  430,-1.83%,0.0,23890.0,23890.0,23115.0
1516.0,RISE 국채선물10년인버스,53890.0,상승  315,+0.59%,0.0,53415.0,53890.0,53415.0
1517.0,대신 레버리지 코스닥 150 선물 ETN,23055.0,하락  435,-1.85%,0.0,23595.0,23595.0,23005.0
1518.0,호텔신라우,30650.0,하락  150,-0.49%,5000.0,31500.0,31550.0,30300.0
1519.0,N2 iSelect 글로벌 EMP ETN(H),11520.0,보합0,0.00%,0.0,11520.0,11520.0,11520.0
1520.0,동원수산,4950.0,하락  45,-0.90%,5000.0,4995.0,5010.0,4900.0
1521.0,RISE 200선물인버스2X,2500.0,상승  60,+2.46%,0.0,2455.0,2515.0,2455.0
1522.0,PLUS 국고채30년액티브,117325.0,"하락  1,655",-1.39%,0.0,118590.0,118590.0,117310.0
1523.0,삼성 레버리지 코스닥150 선물 ETN,22870.0,하락  520,-2.22%,0.0,23595.0,23645.0,22720.0
1524.0,TIGER 반도체TOP10레버리지,4640.0,상승  120,+2.65%,0.0,4575.0,4700.0,4575.0
1525.0,대신 인버스 2X 코스닥 150 선물 ETN,7565.0,상승  150,+2.02%,0.0,7445.0,7700.0,7410.0
1526.0,한솔PNS,1107.0,상승  6,+0.54%,500.0,1101.0,1111.0,1101.0
1527.0,KB 인버스 2X KOSDAQ 150 선물 ETN,7540.0,상승  180,+2.45%,0.0,7360.0,7595.0,7350.0
1528.0,한국주강,1999.0,하락  16,-0.79%,500.0,2015.0,2050.0,1968.0
1529.0,신한 콩 선물 ETN(H),11245.0,하락  30,-0.27%,0.0,11245.0,11305.0,11245.0
1530.0,LX하우시스우,21750.0,상승  300,+1.40%,5000.0,21500.0,21850.0,21250.0
1531.0,롯데지주우,27800.0,상승  800,+2.96%,200.0,27200.0,28300.0,26900.0
1532.0,ACE 일본Nikkei225(H),27920.0,상승  20,+0.07%,0.0,28080.0,28150.0,27910.0
1533.0,HANARO 글로벌생성형AI액티브,21210.0,상승  310,+1.48%,0.0,21010.0,21290.0,21010.0
1534.0,TIGER 미국나스닥100ETF선물,11105.0,상승  180,+1.65%,0.0,10925.0,11105.0,10915.0
1535.0,TIGER 코스닥150바이오테크,12595.0,하락  130,-1.02%,0.0,12585.0,12730.0,12465.0
1536.0,대상우,16160.0,상승  30,+0.19%,1000.0,16150.0,16320.0,16120.0
1537.0,SOL KIS단기통안채,109075.0,상승  10,+0.01%,0.0,109065.0,109075.0,109065.0
1538.0,동양고속,7590.0,하락  10,-0.13%,5000.0,7650.0,7740.0,7570.0
1539.0,KODEX 보험,9515.0,하락  95,-0.99%,0.0,9625.0,9625.0,9475.0
1540.0,KODEX 삼성그룹밸류,7795.0,하락  160,-2.01%,0.0,7930.0,7930.0,7775.0
1541.0,N2 월간 레버리지 선진국 1등주 ETN,21680.0,보합0,0.00%,0.0,21680.0,21680.0,21680.0
1542.0,KODEX 글로벌로봇(합성),19075.0,하락  5,-0.03%,0.0,18790.0,19200.0,18790.0
1543.0,KODEX 33-06 국고채액티브,10980.0,하락  60,-0.54%,0.0,11045.0,11045.0,10975.0
1544.0,KODEX TDF2040액티브,13890.0,하락  15,-0.11%,0.0,13905.0,13915.0,13875.0
1545.0,KODEX TDF2030액티브,13045.0,하락  30,-0.23%,0.0,13075.0,13075.0,13020.0
1546.0,SOL 코스닥150,11205.0,하락  155,-1.36%,0.0,11290.0,11290.0,11200.0
1547.0,신한 33-12 국고채 플러스 ETN,10750.0,보합0,0.00%,0.0,10750.0,10750.0,10750.0
1548.0,N2 US 500 월간레버리지 ETN(H),42990.0,보합0,0.00%,0.0,42990.0,42990.0,42990.0
1549.0,N2 선진국 1등주 ETN,10745.0,보합0,0.00%,0.0,10745.0,10745.0,10745.0
1550.0,메리츠 국채10년 ETN,10685.0,보합0,0.00%,0.0,10685.0,10685.0,10685.0
1551.0,하나 인버스 2X 옥수수 선물 ETN(H),21335.0,하락  390,-1.80%,0.0,21385.0,21385.0,21310.0
1552.0,KODEX 미국S&P500테크놀로지,15180.0,상승  120,+0.80%,0.0,15115.0,15210.0,15115.0
1553.0,진도,1706.0,하락  34,-1.95%,500.0,1740.0,1750.0,1697.0
1554.0,메리츠 KIS 통안채 1년 ETN,53075.0,보합0,0.00%,0.0,53075.0,53075.0,53075.0
1555.0,KODEX 탄소효율그린뉴딜,8135.0,하락  75,-0.91%,0.0,8200.0,8200.0,8135.0
1556.0,TIGER 미국AI반도체팹리스,11920.0,상승  170,+1.45%,0.0,11775.0,11935.0,11775.0
1557.0,ACE 글로벌메타버스테크액티브,14895.0,상승  385,+2.65%,0.0,14775.0,14895.0,14775.0
1558.0,주연테크,314.0,보합0,0.00%,200.0,314.0,318.0,310.0
1559.0,삼성 레버리지 일본니케이225선물 ETN(H),20795.0,상승  210,+1.02%,0.0,20820.0,20820.0,20795.0
1560.0,KOSEF 코리아밸류업,9405.0,하락  20,-0.21%,0.0,9495.0,9495.0,9405.0
1561.0,ACE 일본TOPIX레버리지(H),41375.0,하락  325,-0.78%,0.0,41950.0,42300.0,41375.0
1562.0,신한 2X 26-05 은행채(AAA) ETN,10340.0,보합0,0.00%,0.0,10340.0,10340.0,10340.0
1563.0,신한 2X 26-05 공사채(AAA) ETN,10340.0,보합0,0.00%,0.0,10340.0,10340.0,10340.0
1564.0,신한 26-05 공사채(AAA) ETN,10275.0,보합0,0.00%,0.0,10275.0,10275.0,10275.0
1565.0,신한 26-05 은행채(AAA) ETN,10275.0,보합0,0.00%,0.0,10275.0,10275.0,10275.0
1566.0,스타에스엠리츠,2625.0,상승  65,+2.54%,5000.0,2580.0,2630.0,2550.0
1567.0,대신 KAP 통안채 6개월 ETN,51260.0,보합0,0.00%,0.0,51260.0,51260.0,51260.0
1568.0,N2 방위산업 Top5 ETN,10250.0,하락  5,-0.05%,0.0,10250.0,10250.0,10250.0
1569.0,RISE 차이나HSCEI(H),8540.0,하락  5,-0.06%,0.0,8545.0,8610.0,8405.0
1570.0,대신 KAP 통안채 3개월 ETN,51215.0,보합0,0.00%,0.0,51215.0,51215.0,51215.0
1571.0,KODEX 53-09 국고채액티브,12255.0,하락  205,-1.65%,0.0,12425.0,12440.0,12235.0
1572.0,메리츠 인버스 국채3년 ETN,10220.0,보합0,0.00%,0.0,10220.0,10220.0,10220.0
1573.0,한투 인버스 2X 구리 선물 ETN,20425.0,상승  155,+0.76%,0.0,20110.0,20425.0,20110.0
1574.0,KB CSI 300 ETN,10190.0,하락  60,-0.59%,0.0,10250.0,10250.0,10190.0
1575.0,TIGER 코스피고배당,15045.0,하락  90,-0.59%,0.0,15135.0,15135.0,15045.0
1576.0,녹십자홀딩스2우,23800.0,하락  600,-2.46%,500.0,24850.0,24850.0,23550.0
1577.0,ACE 애플밸류체인액티브,11175.0,상승  80,+0.72%,0.0,11245.0,11245.0,11145.0
1578.0,TIGER 차이나반도체FACTSET,6785.0,하락  105,-1.52%,0.0,6800.0,6890.0,6720.0
1579.0,TIGER 200 건설,2615.0,보합0,0.00%,0.0,2655.0,2655.0,2610.0
1580.0,KODEX 게임산업,7130.0,하락  115,-1.59%,0.0,7230.0,7270.0,7130.0
1581.0,신한 레버리지 구리 선물 ETN,19955.0,하락  45,-0.22%,0.0,20130.0,20145.0,19945.0
1582.0,RISE 미국AI밸류체인TOP3Plus,12300.0,상승  110,+0.90%,0.0,12190.0,12330.0,12190.0
1583.0,메리츠 레버리지 은 선물 ETN(H),19670.0,하락  190,-0.96%,0.0,19850.0,19850.0,19670.0
1584.0,N2 레버리지 은 선물 ETN(H),19660.0,하락  75,-0.38%,0.0,19610.0,19680.0,19610.0
1585.0,한투 FTSE100 ETN,19630.0,하락  115,-0.58%,0.0,19710.0,19710.0,19630.0
1586.0,N2 전력인프라 Top5 ETN,9800.0,보합0,0.00%,0.0,9800.0,9800.0,9800.0
1587.0,N2 코스피 200 TR ETN,9800.0,하락  5,-0.05%,0.0,9810.0,9810.0,9800.0
1588.0,TIGER 우주방산,10855.0,하락  145,-1.32%,0.0,10995.0,11045.0,10655.0
1589.0,미래에셋 -2X 미국 AI TOP3 ETN,19530.0,하락  85,-0.43%,0.0,19545.0,19545.0,19530.0
1590.0,KB CSI 500 ETN,9730.0,보합0,0.00%,0.0,9730.0,9730.0,9730.0
1591.0,RISE 미국단기투자등급회사채액티브,12070.0,상승  30,+0.25%,0.0,12100.0,12100.0,12030.0
1592.0,넥센타이어1우B,2970.0,상승  70,+2.41%,500.0,2880.0,2970.0,2880.0
1593.0,TIGER 글로벌사이버보안INDXX,15080.0,상승  230,+1.55%,0.0,14975.0,15085.0,14975.0
1594.0,TIGER 200IT레버리지,24905.0,하락  460,-1.81%,0.0,25845.0,25845.0,24635.0
1595.0,삼성 코리아 밸류업 TR ETN,9550.0,보합0,0.00%,0.0,9550.0,9550.0,9550.0
1596.0,KODEX 테슬라밸류체인FactSet,16555.0,상승  255,+1.56%,0.0,17295.0,17295.0,16480.0
1597.0,KOSEF 미국달러선물레버리지,15510.0,상승  60,+0.39%,0.0,15450.0,15515.0,15440.0
1598.0,KODEX 일본부동산리츠(H),10510.0,하락  25,-0.24%,0.0,10535.0,10580.0,10510.0
1599.0,TIGER 원유선물Enhanced(H),4265.0,보합0,0.00%,0.0,4265.0,4270.0,4230.0
1600.0,키움 인버스 미국달러선물 ETN,9365.0,하락  5,-0.05%,0.0,9375.0,9385.0,9365.0
1601.0,제이준코스메틱,4175.0,하락  50,-1.18%,500.0,4225.0,4225.0,4145.0
1602.0,KODEX 에너지화학,9905.0,하락  190,-1.88%,0.0,10155.0,10155.0,9845.0
1603.0,ACE 국고채3년,103325.0,하락  260,-0.25%,0.0,103590.0,103590.0,103305.0
1604.0,ACE 코스닥150,11600.0,하락  120,-1.02%,0.0,11765.0,11765.0,11540.0
1605.0,신한 인버스 옥수수 선물 ETN(H),9265.0,하락  190,-2.01%,0.0,9265.0,9265.0,9265.0
1606.0,신한 인버스 코스닥 150 선물 ETN,9260.0,상승  120,+1.31%,0.0,9125.0,9260.0,9115.0
1607.0,하이트진로2우B,16370.0,상승  70,+0.43%,5000.0,16340.0,16380.0,16250.0
1608.0,미래에셋 인버스 코스닥150 선물 ETN,9245.0,상승  150,+1.65%,0.0,9080.0,9245.0,9075.0
1609.0,마이티 다이나믹퀀트액티브,11535.0,하락  120,-1.03%,0.0,11575.0,11580.0,11535.0
1610.0,삼성 인버스 2X 일본니케이225선물 ETN(H),18345.0,상승  80,+0.44%,0.0,17950.0,18345.0,17950.0
1611.0,KODEX IT,15215.0,하락  35,-0.23%,0.0,15350.0,15350.0,15160.0
1612.0,한투 레버리지 구리 선물 ETN,18230.0,상승  125,+0.69%,0.0,18230.0,18230.0,18230.0
1613.0,TIGER 게임TOP10,5605.0,하락  50,-0.88%,0.0,5700.0,5700.0,5585.0
1614.0,한화우,40300.0,하락  150,-0.37%,5000.0,40300.0,40950.0,39950.0
1615.0,TIGER 차이나클린에너지SOLACTIVE,6305.0,하락  30,-0.47%,0.0,6335.0,6350.0,6250.0
1616.0,하나 레버리지 콩 선물 ETN(H),18130.0,하락  335,-1.81%,0.0,18055.0,18130.0,18035.0
1617.0,KB 인버스 2X 콩 선물 ETN,36245.0,상승  725,+2.04%,0.0,36290.0,36290.0,36205.0
1618.0,PLUS 미국S&P500성장주,11280.0,상승  130,+1.17%,0.0,11160.0,11285.0,11160.0
1619.0,KODEX 미국나스닥100선물인버스(H),7340.0,하락  90,-1.21%,0.0,7330.0,7370.0,7310.0
1620.0,TIGER 리츠부동산인프라채권TR KIS,4495.0,하락  55,-1.21%,0.0,4610.0,4610.0,4495.0
1621.0,KODEX 미국S&P바이오(합성),29425.0,상승  475,+1.64%,0.0,29480.0,29480.0,29290.0
1622.0,TIGER Fn신재생에너지,7925.0,하락  95,-1.18%,0.0,8020.0,8020.0,7890.0
1623.0,RISE 미국고정배당우선증권 TR,11870.0,하락  45,-0.38%,0.0,11880.0,11925.0,11630.0
1624.0,한투 금 선물 ETN,17730.0,하락  35,-0.20%,0.0,17750.0,17760.0,17725.0
1625.0,ACE ESG액티브,7350.0,하락  110,-1.47%,0.0,7405.0,7405.0,7350.0
1626.0,메리츠 미국 인플레이션 국채 ETN(H),8805.0,보합0,0.00%,0.0,8805.0,8805.0,8805.0
1627.0,RISE TDF2050액티브,13415.0,상승  40,+0.30%,0.0,13415.0,13465.0,13375.0
1628.0,KB 인버스 2X 밀 선물 ETN,34865.0,상승  45,+0.13%,0.0,34975.0,35045.0,34865.0
1629.0,TIGER KEDI혁신기업ESG30,9350.0,하락  80,-0.85%,0.0,9430.0,9430.0,9320.0
1630.0,DAISHIN343 AI반도체&인프라액티브,7750.0,상승  75,+0.98%,0.0,7755.0,7810.0,7690.0
1631.0,SHD,14000.0,보합0,0.00%,5000.0,14000.0,14330.0,13860.0
1632.0,KB 레버리지 금 선물 ETN(H),33755.0,하락  170,-0.50%,0.0,33875.0,33875.0,33735.0
1633.0,대덕전자1우,8050.0,상승  10,+0.12%,500.0,8050.0,8060.0,7950.0
1634.0,미래에셋 코스닥150 선물 ETN,8395.0,하락  165,-1.93%,0.0,8545.0,8545.0,8395.0
1635.0,메리츠 인버스 2X 구리 선물 ETN(H),16745.0,상승  85,+0.51%,0.0,16725.0,16745.0,16640.0
1636.0,TIGER 퓨처모빌리티액티브,7035.0,하락  105,-1.47%,0.0,7145.0,7145.0,7035.0
1637.0,N2 코스닥 150 TR ETN,8345.0,하락  20,-0.24%,0.0,8105.0,8365.0,8105.0
1638.0,KODEX 미국S&P500유틸리티,12835.0,하락  165,-1.27%,0.0,12965.0,12965.0,12815.0
1639.0,키움 코스닥 150 TR ETN,8340.0,하락  75,-0.89%,0.0,8445.0,8475.0,8340.0
1640.0,N2 인버스 레버리지 구리 선물 ETN(H),16650.0,상승  80,+0.48%,0.0,16635.0,16650.0,16575.0
1641.0,신한 옥수수 선물 ETN(H),8320.0,상승  50,+0.60%,0.0,8195.0,8340.0,8195.0
1642.0,미래에셋 코스피200 선물 ETN,8315.0,하락  55,-0.66%,0.0,8325.0,8325.0,8315.0
1643.0,한투 레버리지 유로스탁스50 ETN(H) B,16580.0,하락  290,-1.72%,0.0,16615.0,16615.0,16575.0
1644.0,삼양홀딩스우,54500.0,보합0,0.00%,5000.0,55500.0,55500.0,54500.0
1645.0,KOSEF 국고채3년,110305.0,하락  275,-0.25%,0.0,110580.0,110580.0,110295.0
1646.0,RISE 미국30년국채액티브,10310.0,상승  20,+0.19%,0.0,10335.0,10335.0,10280.0
1647.0,SOL 코리아밸류업TR,9425.0,하락  35,-0.37%,0.0,9485.0,9485.0,9425.0
1648.0,신한 인버스 콩 선물 ETN(H),8240.0,상승  70,+0.86%,0.0,8220.0,8250.0,8220.0
1649.0,ACE 라이프자산주주가치액티브,9970.0,하락  25,-0.25%,0.0,10000.0,10000.0,9920.0
1650.0,ACE 미국IT인터넷S&P(합성 H),20500.0,상승  230,+1.13%,0.0,20400.0,20530.0,20400.0
1651.0,KODEX 대만테크고배당다우존스,9355.0,상승  60,+0.65%,0.0,9325.0,9420.0,9245.0
1652.0,KODEX iShares미국투자등급회사채액티브,11600.0,상승  25,+0.22%,0.0,11575.0,11600.0,11565.0
1653.0,한투 인버스 2X 플래티넘 선물 ETN,16310.0,하락  465,-2.77%,0.0,16190.0,16310.0,16020.0
1654.0,KODEX 웹툰&드라마,3260.0,하락  35,-1.06%,0.0,3275.0,3315.0,3250.0
1655.0,한투 레버리지 베트남 VN30 선물 ETN(H),16235.0,상승  30,+0.19%,0.0,16210.0,16295.0,16180.0
1656.0,대신 3X 레버리지 국채30년 ETN,81140.0,"하락  4,710",-5.49%,0.0,85250.0,85250.0,80745.0
1657.0,솔루스첨단소재2우B,4285.0,상승  20,+0.47%,100.0,4255.0,4285.0,4240.0
1658.0,미래에셋 -2X 미국 자율주행대표기업 ETN,16140.0,보합0,0.00%,0.0,16140.0,16140.0,16140.0
1659.0,ACE 러시아MSCI(합성),8720.0,보합0,0.00%,0.0,0.0,0.0,0.0
1660.0,KOSEF 코스닥150,5700.0,하락  70,-1.21%,0.0,5760.0,5760.0,5670.0
1661.0,SOL KEDI메가테크액티브,13970.0,하락  100,-0.71%,0.0,14070.0,14070.0,13905.0
1662.0,메리츠 인버스 2X 미국채30년 ETN(H),16035.0,상승  80,+0.50%,0.0,16010.0,16045.0,15980.0
1663.0,메리츠 인버스 2X 미국채10년 ETN(H),16015.0,상승  60,+0.38%,0.0,16005.0,16015.0,15990.0
1664.0,ACE 주주환원가치주액티브,12810.0,하락  60,-0.47%,0.0,12830.0,12885.0,12810.0
1665.0,N2 월간 레버리지 코스피 200 선물 ETN,16010.0,하락  165,-1.02%,0.0,16080.0,16080.0,16010.0
1666.0,KODEX 배당성장,15245.0,하락  35,-0.23%,0.0,15305.0,15305.0,15190.0
1667.0,PLUS 애플채권혼합,12775.0,상승  30,+0.24%,0.0,12745.0,12795.0,12740.0
1668.0,한투 레버리지 플래티넘 선물 ETN,15945.0,상승  495,+3.20%,0.0,16015.0,16085.0,15895.0
1669.0,미래에셋 레버리지 미국 제약 TOP3 ETN,15920.0,하락  455,-2.78%,0.0,15910.0,15920.0,15880.0
1670.0,KODEX 차이나과창판STAR50(합성),7900.0,하락  35,-0.44%,0.0,7935.0,7950.0,7865.0
1671.0,하나 인버스 2X 콩 선물 ETN(H),15870.0,상승  295,+1.89%,0.0,15855.0,15890.0,15840.0
1672.0,PLUS 미국테크TOP10레버리지(합성),31605.0,"상승  1,150",+3.78%,0.0,31510.0,32290.0,31460.0
1673.0,WON 종합채권(AA-이상)액티브,51180.0,하락  235,-0.46%,0.0,51195.0,51200.0,51140.0
1674.0,N2 월간 레버리지 방위산업 Top5 ETN,15720.0,하락  500,-3.08%,0.0,16235.0,16235.0,15460.0
1675.0,삼성 S&P500 ETN,15715.0,상승  80,+0.51%,0.0,15720.0,15725.0,15695.0
1676.0,HANARO Fn전기&수소차,6975.0,하락  150,-2.11%,0.0,7120.0,7120.0,6930.0
1677.0,HANARO Fn K-푸드,10770.0,하락  25,-0.23%,0.0,10800.0,10850.0,10655.0
1678.0,히어로즈 25-09 미국채권(AA-이상)액티브,55755.0,상승  115,+0.21%,0.0,55490.0,55795.0,55490.0
1679.0,KODEX S&P글로벌인프라(합성),17920.0,하락  200,-1.10%,0.0,18045.0,18055.0,17905.0
1680.0,미래에셋 2X 미국채울트라30년 선물 ETN,7775.0,하락  10,-0.13%,0.0,7790.0,7790.0,7770.0
1681.0,RISE 삼성그룹Top3채권혼합,9695.0,하락  100,-1.02%,0.0,9775.0,9775.0,9680.0
1682.0,1Q 차이나H(H),12925.0,하락  5,-0.04%,0.0,13315.0,13315.0,12840.0
1683.0,TIGER 농산물선물Enhanced(H),5510.0,하락  5,-0.09%,0.0,5515.0,5520.0,5500.0
1684.0,KODEX KRX300,15425.0,하락  175,-1.12%,0.0,15605.0,15605.0,15380.0
1685.0,KOSEF 미국S&P500(H),15400.0,상승  20,+0.13%,0.0,15415.0,15430.0,15395.0
1686.0,RISE 글로벌주식분산액티브,13960.0,보합0,0.00%,0.0,13945.0,13980.0,13905.0
1687.0,TIGER 200 에너지화학,9470.0,하락  150,-1.56%,0.0,9620.0,9620.0,9420.0
1688.0,신한 레버리지 Russell 2000 ETN,15335.0,상승  80,+0.52%,0.0,15350.0,15385.0,15335.0
1689.0,KODEX K-미래차액티브,7475.0,하락  25,-0.33%,0.0,7500.0,7500.0,7435.0
1690.0,대한제당우,2355.0,하락  25,-1.05%,500.0,2350.0,2385.0,2350.0
1691.0,코리아써우,5120.0,상승  80,+1.59%,500.0,5160.0,5190.0,4850.0
1692.0,N2 블룸버그 2X 천연가스 선물 ETN(H),257.0,보합0,0.00%,0.0,260.0,260.0,256.0
1693.0,대상홀딩스우,16600.0,상승  410,+2.53%,1000.0,16310.0,16960.0,16310.0
1694.0,KODEX 국채선물3년인버스,54585.0,보합0,0.00%,0.0,54585.0,54585.0,54585.0
1695.0,PLUS 선진국MSCI(합성 H),11955.0,하락  80,-0.66%,0.0,12025.0,12055.0,11900.0
1696.0,KCGI 미국S&P500 TOP10,12520.0,상승  220,+1.79%,0.0,12425.0,12530.0,12415.0
1697.0,ACE 미국친환경그린테마INDXX,9370.0,상승  10,+0.11%,0.0,9515.0,9515.0,9320.0
1698.0,PLUS 미국다우존스고배당주(합성 H),17610.0,하락  210,-1.18%,0.0,17720.0,17720.0,17590.0
1699.0,파워 K-주주가치액티브,9935.0,상승  10,+0.10%,0.0,9980.0,9995.0,9910.0
1700.0,메리츠 레버리지 구리 선물 ETN(H),14830.0,하락  75,-0.50%,0.0,14875.0,14875.0,14820.0
1701.0,삼성 레버리지 구리 선물 ETN(H),14765.0,하락  45,-0.30%,0.0,14900.0,14965.0,14765.0
1702.0,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,1342.0,하락  121,-8.27%,0.0,1447.0,1447.0,1334.0
1703.0,N2 레버리지 구리 선물 ETN(H),14760.0,하락  55,-0.37%,0.0,14785.0,14785.0,14760.0
1704.0,ACE 글로벌브랜드TOP10블룸버그,18320.0,상승  50,+0.27%,0.0,18295.0,18430.0,18285.0
1705.0,RISE 200선물레버리지,13285.0,하락  300,-2.21%,0.0,13540.0,13540.0,13220.0
1706.0,한투 인버스 2X 베트남 VN30 선물 ETN(H),14585.0,하락  45,-0.31%,0.0,14365.0,14585.0,14365.0
1707.0,RISE 채권혼합,60310.0,하락  405,-0.67%,0.0,60435.0,60510.0,60310.0
1708.0,TIGER 코스닥150선물인버스,4130.0,상승  30,+0.73%,0.0,4075.0,4150.0,4075.0
1709.0,RISE 헬스케어채권혼합,11955.0,하락  45,-0.37%,0.0,11960.0,12000.0,11920.0
1710.0,KB 레버리지 항셍테크 선물 ETN(H) B,14340.0,하락  25,-0.17%,0.0,14365.0,14825.0,14075.0
1711.0,SOL K방산,9890.0,하락  160,-1.59%,0.0,10050.0,10050.0,9815.0
1712.0,메리츠 블룸버그 2X 천연가스선물 ETN(H) B,4085.0,상승  30,+0.74%,0.0,4075.0,4090.0,4055.0
1713.0,한투 인버스 플래티넘 선물 ETN,14235.0,하락  265,-1.83%,0.0,14215.0,14240.0,14195.0
1714.0,하나 S&P 인버스 2X WTI원유 선물 ETN,14180.0,상승  45,+0.32%,0.0,14265.0,14265.0,14135.0
1715.0,KODEX 철강,9200.0,하락  210,-2.23%,0.0,9490.0,9490.0,9200.0
1716.0,삼성 금 선물 ETN(H),14155.0,하락  10,-0.07%,0.0,14170.0,14200.0,14155.0
1717.0,삼성 인버스 2X 코스피200 선물 ETN,14075.0,상승  335,+2.44%,0.0,13810.0,14095.0,13785.0
1718.0,N2 블룸버그 -2X WTI원유선물 ETN,14070.0,상승  65,+0.46%,0.0,14180.0,14180.0,14050.0
1719.0,KB S&P 인버스 2X WTI원유 선물 ETN,14055.0,상승  50,+0.36%,0.0,14140.0,14140.0,14040.0
1720.0,신한 블룸버그 인버스 2X WTI원유 선물 ETN,14055.0,상승  50,+0.36%,0.0,14135.0,14135.0,14045.0
1721.0,ACE 미국달러단기채권액티브,11700.0,상승  30,+0.26%,0.0,11725.0,11725.0,11670.0
1722.0,RISE 배터리 리사이클링,9225.0,하락  260,-2.74%,0.0,9530.0,9530.0,9145.0
1723.0,에셋플러스 차이나일등기업포커스10액티브,13450.0,하락  35,-0.26%,0.0,13485.0,13565.0,13450.0
1724.0,BNK 주주가치액티브,13310.0,하락  25,-0.19%,0.0,13295.0,13310.0,13270.0
1725.0,미래에셋 레버리지 옥수수 선물 ETN,13970.0,상승  350,+2.57%,0.0,13820.0,13970.0,13815.0
1726.0,RISE 미국S&P원유생산기업(합성 H),5945.0,하락  200,-3.25%,0.0,5995.0,6010.0,5935.0
1727.0,에이리츠,3130.0,보합0,0.00%,5000.0,0.0,0.0,0.0
1728.0,신한 인버스 2X 코스피 200 선물 ETN,13960.0,상승  340,+2.50%,0.0,13815.0,13960.0,13735.0
