N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
287.0,아시아나항공,10020.0,하락  100,-0.99%,5000.0,10140.0,10140.0,9970.0
288.0,N2 KIS CD금리투자 ETN,53190.0,보합0,0.00%,0.0,53190.0,53190.0,53190.0
289.0,세아제강지주,179200.0,하락  400,-0.22%,5000.0,180500.0,183800.0,176200.0
290.0,SK디스커버리,39400.0,상승  150,+0.38%,5000.0,38800.0,39400.0,38800.0
291.0,HD현대마린엔진,21800.0,상승  200,+0.93%,2500.0,21450.0,21950.0,21050.0
292.0,영풍,399500.0,"하락  7,500",-1.84%,5000.0,411000.0,411000.0,398000.0
293.0,TIGER 인도니프티50,13930.0,하락  105,-0.75%,0.0,14045.0,14070.0,13930.0
294.0,NICE평가정보,12150.0,하락  190,-1.54%,500.0,12490.0,12580.0,11990.0
295.0,빙그레,73100.0,하락  500,-0.68%,5000.0,74300.0,74600.0,72500.0
296.0,미원에스씨,143500.0,보합0,0.00%,500.0,143500.0,143500.0,140900.0
297.0,ACE 종합채권(AA-이상)KIS액티브,106620.0,하락  545,-0.51%,0.0,106935.0,107805.0,106550.0
298.0,HDC,11920.0,상승  120,+1.02%,5000.0,11780.0,12270.0,11670.0
299.0,LG전자우,41350.0,하락  550,-1.31%,5000.0,41900.0,41900.0,41050.0
300.0,한국단자,67900.0,하락  600,-0.88%,500.0,69500.0,69500.0,67800.0
301.0,대상,20400.0,상승  250,+1.24%,1000.0,20350.0,20550.0,20150.0
302.0,KOSEF 200TR,41620.0,하락  475,-1.13%,0.0,42095.0,42095.0,41550.0
303.0,덴티움,63000.0,상승  200,+0.32%,500.0,62600.0,63700.0,62200.0
304.0,GKL,11240.0,하락  110,-0.97%,500.0,11350.0,11350.0,11130.0
305.0,RISE 미국S&P500,19020.0,상승  90,+0.48%,0.0,18985.0,19030.0,18975.0
306.0,제주항공,8600.0,하락  240,-2.71%,1000.0,8830.0,8830.0,8570.0
307.0,케이카,14390.0,상승  990,+7.39%,500.0,13310.0,14950.0,13150.0
308.0,신한알파리츠,5720.0,상승  10,+0.18%,1000.0,5690.0,5780.0,5690.0
309.0,DL,32950.0,하락  50,-0.15%,5000.0,33400.0,33450.0,32750.0
310.0,KODEX 단기채권,111855.0,하락  5,0.00%,0.0,111855.0,111865.0,111850.0
311.0,태광산업,600000.0,"상승  6,000",+1.01%,5000.0,596000.0,604000.0,592000.0
312.0,아이에스동서,22050.0,하락  100,-0.45%,500.0,22100.0,22300.0,22000.0
313.0,교보증권,5710.0,보합0,0.00%,5000.0,5710.0,5750.0,5670.0
314.0,솔루스첨단소재,9230.0,상승  50,+0.54%,100.0,9230.0,9230.0,8950.0
315.0,동아쏘시오홀딩스,102000.0,"상승  2,300",+2.31%,5000.0,100200.0,102000.0,99600.0
316.0,NHN,18940.0,상승  50,+0.26%,500.0,18820.0,19210.0,18750.0
317.0,한화리츠,3525.0,상승  10,+0.28%,500.0,3515.0,3555.0,3505.0
318.0,TIGER 미국30년국채스트립액티브(합성 H),41920.0,하락  85,-0.20%,0.0,41960.0,42050.0,41905.0
319.0,KODEX 미국빅테크10(H),49165.0,"상승  1,155",+2.41%,0.0,49015.0,49190.0,49000.0
320.0,TIGER 종합채권(AA-이상)액티브,55855.0,하락  200,-0.36%,0.0,56115.0,56115.0,55785.0
321.0,비에이치,18290.0,상승  240,+1.33%,500.0,18220.0,18460.0,18060.0
322.0,넥센타이어,6450.0,상승  30,+0.47%,500.0,6380.0,6450.0,6320.0
323.0,일진하이솔루스,17300.0,하락  270,-1.54%,500.0,17580.0,17650.0,17120.0
324.0,롯데손해보험,2020.0,하락  25,-1.22%,1000.0,2040.0,2040.0,2000.0
325.0,TIGER 미국달러단기채권액티브,13110.0,상승  35,+0.27%,0.0,13075.0,13110.0,13060.0
326.0,SNT다이내믹스,18630.0,상승  50,+0.27%,2500.0,18880.0,18880.0,18420.0
327.0,카프로,3660.0,보합0,0.00%,500.0,0.0,0.0,0.0
328.0,코스모화학,16060.0,하락  760,-4.52%,1000.0,17000.0,17020.0,16010.0
329.0,동원F&B,31750.0,상승  250,+0.79%,1000.0,31300.0,32100.0,31300.0
330.0,롯데관광개발,8040.0,하락  90,-1.11%,500.0,8200.0,8210.0,8010.0
331.0,KCC글라스,38300.0,상승  50,+0.13%,1000.0,38300.0,38450.0,37900.0
332.0,N2 코스피 변동성 매칭형 양매도 ETN,8690.0,보합0,0.00%,0.0,8690.0,8690.0,8690.0
333.0,SNT모티브,41050.0,상승  450,+1.11%,5000.0,40500.0,41100.0,40200.0
334.0,TIGER 차이나항셍테크,7060.0,상승  10,+0.14%,0.0,7025.0,7170.0,6980.0
335.0,ACE KRX금현물,17500.0,상승  10,+0.06%,0.0,17490.0,17500.0,17420.0
336.0,제이알글로벌리츠,2965.0,상승  5,+0.17%,1000.0,2990.0,3050.0,2910.0
337.0,쏘카,17830.0,상승  10,+0.06%,100.0,17820.0,17830.0,17700.0
338.0,삼양홀딩스,68100.0,하락  500,-0.73%,5000.0,68500.0,68600.0,67400.0
339.0,명신산업,11080.0,하락  230,-2.03%,500.0,11460.0,11550.0,11060.0
340.0,RISE 단기통안채,113760.0,보합0,0.00%,0.0,113760.0,113775.0,113760.0
341.0,케이씨텍,27650.0,하락  300,-1.07%,500.0,28400.0,28400.0,27550.0
342.0,OCI,64200.0,하락  300,-0.47%,5000.0,65400.0,65400.0,63100.0
343.0,신풍제약,10830.0,하락  70,-0.64%,500.0,10850.0,11070.0,10800.0
344.0,KG스틸,5730.0,하락  60,-1.04%,5000.0,5760.0,5790.0,5670.0
345.0,삼성 레버리지 WTI원유 선물 ETN,1413.0,상승  2,+0.14%,0.0,1404.0,1415.0,1400.0
346.0,한세실업,14240.0,상승  150,+1.06%,500.0,14010.0,14280.0,14010.0
347.0,후성,5260.0,하락  40,-0.75%,500.0,5310.0,5400.0,5130.0
348.0,삼아알미늄,38300.0,"하락  2,300",-5.67%,500.0,41000.0,41200.0,38100.0
349.0,ACE 미국배당다우존스,13025.0,하락  105,-0.80%,0.0,13050.0,13050.0,13000.0
350.0,TIGER Fn반도체TOP10,9425.0,상승  145,+1.56%,0.0,9390.0,9490.0,9380.0
351.0,티웨이항공,2610.0,하락  65,-2.43%,500.0,2675.0,2675.0,2605.0
352.0,TIGER 미국나스닥100타겟데일리커버드콜,10815.0,상승  170,+1.60%,0.0,10750.0,10820.0,10720.0
353.0,TIGER 리츠부동산인프라,4060.0,하락  20,-0.49%,0.0,4080.0,4080.0,4015.0
354.0,미래에셋증권2우B,3990.0,하락  55,-1.36%,5000.0,4045.0,4045.0,3980.0
355.0,지역난방공사,48150.0,상승  850,+1.80%,5000.0,47300.0,48600.0,46650.0
356.0,PLUS 200,33150.0,하락  420,-1.25%,0.0,33465.0,33525.0,33095.0
357.0,현대홈쇼핑,46100.0,보합0,0.00%,5000.0,46250.0,46450.0,45950.0
358.0,한국카본,10640.0,상승  260,+2.50%,500.0,10350.0,10810.0,10300.0
359.0,대한해운,1718.0,하락  17,-0.98%,500.0,1740.0,1740.0,1707.0
360.0,유안타증권,2760.0,하락  15,-0.54%,5000.0,2770.0,2780.0,2730.0
361.0,JW중외제약,23650.0,상승  250,+1.07%,2500.0,23700.0,24000.0,23400.0
362.0,화승엔터프라이즈,9030.0,상승  130,+1.46%,500.0,8920.0,9230.0,8820.0
363.0,동아에스티,59500.0,하락  100,-0.17%,5000.0,59600.0,59700.0,58300.0
364.0,TIGER 미국달러SOFR금리액티브(합성),58380.0,상승  230,+0.40%,0.0,58240.0,58380.0,58195.0
365.0,KODEX 미국반도체MV,24840.0,상승  395,+1.62%,0.0,24865.0,24870.0,24800.0
366.0,LX홀딩스,7030.0,상승  20,+0.29%,1000.0,7010.0,7050.0,6980.0
367.0,진에어,10190.0,하락  410,-3.87%,1000.0,10550.0,10610.0,10120.0
368.0,KODEX 인버스,4715.0,상승  60,+1.29%,0.0,4660.0,4720.0,4660.0
369.0,TIGER 200 IT,27030.0,하락  375,-1.37%,0.0,27405.0,27420.0,26990.0
370.0,KODEX 인도Nifty50,14215.0,하락  105,-0.73%,0.0,14340.0,14370.0,14210.0
371.0,ACE 미국빅테크TOP7 Plus,19070.0,상승  480,+2.58%,0.0,18970.0,19080.0,18970.0
372.0,율촌화학,21200.0,하락  200,-0.93%,500.0,21700.0,21700.0,20750.0
373.0,대한유화,80500.0,"상승  1,500",+1.90%,5000.0,80200.0,81200.0,77300.0
374.0,TIGER 단기채권액티브,54965.0,상승  5,+0.01%,0.0,54960.0,54970.0,54960.0
375.0,드림텍,7530.0,하락  90,-1.18%,100.0,7620.0,7630.0,7490.0
376.0,현대그린푸드,15230.0,상승  650,+4.46%,500.0,14620.0,15400.0,14430.0
377.0,PI첨단소재,17550.0,상승  750,+4.46%,500.0,17000.0,17590.0,16600.0
378.0,KB KIS CD금리투자 ETN,51360.0,상승  5,+0.01%,0.0,51360.0,51360.0,51360.0
379.0,삼양사,49250.0,상승  100,+0.20%,5000.0,49150.0,49400.0,48650.0
380.0,지누스,22400.0,상승  450,+2.05%,500.0,21950.0,22950.0,21800.0
381.0,유니드,72500.0,"상승  6,400",+9.68%,5000.0,66200.0,74700.0,64900.0
382.0,E1,71300.0,하락  100,-0.14%,5000.0,71700.0,71700.0,71100.0
383.0,아세아,231000.0,하락  500,-0.22%,5000.0,238000.0,238000.0,229500.0
384.0,바이오노트,4775.0,하락  25,-0.52%,500.0,4820.0,4820.0,4750.0
385.0,가온전선,49250.0,하락  150,-0.30%,5000.0,49400.0,51200.0,48950.0
386.0,한화손해보험,4150.0,하락  35,-0.84%,5000.0,4195.0,4205.0,4105.0
387.0,TIGER 24-12 금융채(AA-이상),52295.0,보합0,0.00%,0.0,0.0,0.0,0.0
388.0,엠앤씨솔루션,52800.0,"상승  1,000",+1.93%,100.0,53100.0,54700.0,51000.0
389.0,KODEX 국고채30년액티브,121145.0,"하락  1,735",-1.41%,0.0,122880.0,123070.0,120840.0
390.0,더본코리아,33250.0,하락  750,-2.21%,500.0,33950.0,34250.0,33250.0
391.0,PLUS 머니마켓액티브,51410.0,보합0,0.00%,0.0,51415.0,51415.0,51410.0
392.0,퍼시스,41550.0,상승  500,+1.22%,1000.0,40800.0,41700.0,40600.0
393.0,F&F홀딩스,12210.0,상승  20,+0.16%,500.0,12220.0,12250.0,12170.0
394.0,SOL 초단기채권액티브,52355.0,상승  5,+0.01%,0.0,52350.0,52355.0,52350.0
395.0,KODEX 자동차,17880.0,보합0,0.00%,0.0,17880.0,18050.0,17825.0
396.0,KODEX 반도체,29565.0,상승  495,+1.70%,0.0,29340.0,29680.0,29310.0
397.0,한일홀딩스,15270.0,하락  220,-1.42%,1000.0,15000.0,15290.0,14930.0
398.0,고려제강,18750.0,하락  30,-0.16%,1000.0,18860.0,18860.0,18660.0
399.0,쿠쿠홈시스,20800.0,상승  650,+3.23%,100.0,20200.0,20850.0,20150.0
400.0,신한 레버리지 WTI원유 선물 ETN(H),933.0,상승  2,+0.21%,0.0,926.0,933.0,924.0
401.0,LF,15840.0,상승  340,+2.19%,5000.0,15500.0,16000.0,15470.0
402.0,파미셀,7700.0,상승  160,+2.12%,500.0,7690.0,7780.0,7390.0
403.0,KODEX 국고채3년,61685.0,하락  135,-0.22%,0.0,61800.0,61835.0,61660.0
404.0,TIGER 미국테크TOP10타겟커버드콜,14665.0,상승  195,+1.35%,0.0,14610.0,14680.0,14605.0
405.0,KODEX 미국30년국채타겟커버드콜(합성 H),9425.0,보합0,0.00%,0.0,9425.0,9430.0,9415.0
406.0,STX엔진,19820.0,하락  380,-1.88%,2500.0,20500.0,20500.0,19690.0
407.0,PLUS 고배당주,14885.0,하락  115,-0.77%,0.0,15050.0,15050.0,14715.0
408.0,SK이터닉스,13350.0,하락  230,-1.69%,200.0,13580.0,13580.0,13250.0
409.0,현대퓨처넷,4080.0,하락  70,-1.69%,500.0,4125.0,4185.0,3995.0
410.0,세진중공업,7900.0,하락  40,-0.50%,500.0,7930.0,8200.0,7820.0
411.0,두산우,112200.0,보합0,0.00%,5000.0,113000.0,114700.0,110400.0
412.0,TIGER 2차전지소재Fn,4250.0,하락  275,-6.08%,0.0,4530.0,4540.0,4245.0
413.0,한국쉘석유,335000.0,"하락  4,500",-1.33%,5000.0,341500.0,342000.0,333000.0
414.0,키움 CD금리투자 ETN,102385.0,보합0,0.00%,0.0,102385.0,102385.0,102385.0
415.0,HANARO 200,32785.0,하락  375,-1.13%,0.0,33000.0,33000.0,32710.0
416.0,남양유업,62500.0,"상승  1,500",+2.46%,500.0,61800.0,63500.0,61000.0
417.0,풀무원,11120.0,하락  10,-0.09%,500.0,11200.0,11210.0,10940.0
418.0,NICE,11240.0,보합0,0.00%,500.0,11160.0,11250.0,11160.0
419.0,SPC삼립,48800.0,상승  200,+0.41%,5000.0,48650.0,49150.0,48150.0
420.0,SOL 조선TOP3플러스,14125.0,하락  115,-0.81%,0.0,14170.0,14420.0,14015.0
421.0,KODEX 미국S&P500(H),14110.0,상승  25,+0.18%,0.0,14110.0,14140.0,14110.0
422.0,동국제강,8350.0,상승  10,+0.12%,5000.0,8370.0,8450.0,8220.0
423.0,한국철강,9660.0,하락  110,-1.13%,1000.0,9780.0,9790.0,9470.0
424.0,아세아시멘트,10580.0,상승  90,+0.86%,500.0,10390.0,10600.0,10340.0
425.0,해성디에스,23950.0,상승  450,+1.91%,5000.0,23800.0,24150.0,23100.0
426.0,대신증권우,15580.0,하락  170,-1.08%,5000.0,15750.0,15800.0,15460.0
427.0,사조대림,43650.0,"하락  1,050",-2.35%,5000.0,45000.0,45600.0,43400.0
428.0,KOSEF 국고채10년,118340.0,하락  685,-0.58%,0.0,119070.0,119070.0,118340.0
429.0,맵스리얼티1,4290.0,하락  10,-0.23%,0.0,4320.0,4375.0,4230.0
430.0,KODEX 선진국MSCI World,31635.0,상승  115,+0.36%,0.0,31835.0,31835.0,31585.0
431.0,SNT에너지,19190.0,"상승  1,450",+8.17%,500.0,17740.0,19500.0,17570.0
432.0,흥아해운,1645.0,상승  2,+0.12%,500.0,1640.0,1649.0,1620.0
433.0,삼성FN리츠,4335.0,하락  60,-1.37%,500.0,4395.0,4470.0,4335.0
434.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,25835.0,상승  170,+0.66%,0.0,25800.0,25880.0,25765.0
435.0,코람코라이프인프라리츠,4025.0,하락  25,-0.62%,500.0,4085.0,4085.0,3990.0
436.0,대한제강,16670.0,상승  50,+0.30%,1000.0,16620.0,16670.0,16510.0
437.0,신세계인터내셔날,10840.0,상승  150,+1.40%,1000.0,10640.0,10850.0,10630.0
438.0,세아홀딩스,95800.0,"하락  1,000",-1.03%,5000.0,96800.0,96800.0,95500.0
439.0,신도리코,37900.0,상승  550,+1.47%,5000.0,37000.0,37900.0,37000.0
440.0,KODEX 코스피,25200.0,하락  270,-1.06%,0.0,25470.0,25470.0,25130.0
441.0,KB스타리츠,3740.0,하락  105,-2.73%,500.0,3845.0,3845.0,3675.0
442.0,전진건설로봇,25850.0,상승  600,+2.38%,500.0,25650.0,25950.0,24550.0
443.0,대상홀딩스,10370.0,상승  360,+3.60%,1000.0,10020.0,10950.0,9900.0
444.0,SGC에너지,26050.0,상승  450,+1.76%,5000.0,25600.0,26350.0,25600.0
445.0,풍산홀딩스,25950.0,보합0,0.00%,5000.0,25900.0,25950.0,25700.0
446.0,엠씨넥스,20750.0,상승  50,+0.24%,500.0,20600.0,20900.0,20500.0
447.0,영진약품,2030.0,하락  30,-1.46%,500.0,2080.0,2085.0,2020.0
448.0,SNT홀딩스,22750.0,상승  100,+0.44%,500.0,22650.0,22750.0,22450.0
449.0,ACE 200,33090.0,하락  395,-1.18%,0.0,33480.0,33480.0,33010.0
450.0,삼천리,91300.0,하락  200,-0.22%,5000.0,91700.0,92100.0,91000.0
451.0,애경케미칼,7610.0,하락  70,-0.91%,500.0,7620.0,7660.0,7480.0
452.0,KODEX 미국달러SOFR금리액티브(합성),12090.0,상승  35,+0.29%,0.0,11975.0,12090.0,11975.0
453.0,TIGER 미국나스닥100커버드콜(합성),11285.0,상승  10,+0.09%,0.0,11315.0,11320.0,11265.0
454.0,스틱인베스트먼트,8800.0,하락  70,-0.79%,500.0,8860.0,8940.0,8740.0
455.0,KOSEF 200,32595.0,하락  405,-1.23%,0.0,33040.0,33040.0,32535.0
456.0,애경산업,13810.0,하락  40,-0.29%,1000.0,13770.0,13880.0,13660.0
457.0,한섬,15490.0,하락  10,-0.06%,500.0,15480.0,15600.0,15360.0
458.0,현대차3우B,151700.0,"하락  2,000",-1.30%,5000.0,153700.0,155000.0,151600.0
459.0,한국자산신탁,2910.0,하락  10,-0.34%,500.0,2920.0,2920.0,2900.0
460.0,RISE 미국30년국채엔화노출(합성 H),8755.0,하락  5,-0.06%,0.0,8715.0,8765.0,8715.0
461.0,HL홀딩스,36200.0,상승  350,+0.98%,5000.0,35900.0,36800.0,35750.0
462.0,CJ4우(전환),84400.0,"상승  3,200",+3.94%,5000.0,81000.0,85500.0,80800.0
463.0,히어로즈 머니마켓액티브,51565.0,보합0,0.00%,0.0,51565.0,51575.0,51565.0
464.0,삼성 인버스 2X 천연가스 선물 ETN C,71095.0,하락  55,-0.08%,0.0,70870.0,71250.0,70695.0
465.0,이아이디,1392.0,보합0,0.00%,200.0,0.0,0.0,0.0
466.0,KISCO홀딩스,21800.0,하락  500,-2.24%,1000.0,22350.0,22450.0,21600.0
467.0,RISE KIS국고채30년Enhanced,83165.0,"하락  1,815",-2.14%,0.0,84900.0,84980.0,82985.0
468.0,HJ중공업,4200.0,상승  295,+7.55%,5000.0,4000.0,4420.0,3825.0
469.0,1Q 머니마켓액티브,51440.0,보합0,0.00%,0.0,51440.0,51450.0,51440.0
470.0,KODEX 미국AI테크TOP10타겟커버드콜,11955.0,상승  180,+1.53%,0.0,11945.0,11965.0,11900.0
471.0,조광피혁,52500.0,보합0,0.00%,5000.0,52500.0,52700.0,51600.0
472.0,아모레퍼시픽우,33000.0,하락  500,-1.49%,500.0,33500.0,33500.0,32900.0
473.0,BGF,3615.0,상승  10,+0.28%,1000.0,3590.0,3620.0,3570.0
474.0,세아제강,121800.0,"상승  1,800",+1.50%,5000.0,120800.0,124800.0,120600.0
475.0,TIGER 미국S&P500TR(H),14615.0,상승  40,+0.27%,0.0,14600.0,14655.0,14600.0
476.0,백광산업,7620.0,하락  230,-2.93%,500.0,7850.0,7890.0,7570.0
477.0,히어로즈 종합채권(AA-이상)액티브,110915.0,하락  550,-0.49%,0.0,110915.0,110915.0,110915.0
478.0,KODEX 미국나스닥100(H),17355.0,상승  230,+1.34%,0.0,17370.0,17380.0,17345.0
479.0,일동제약,11990.0,하락  40,-0.33%,1000.0,12030.0,12080.0,11920.0
480.0,TIGER 중장기국채,52565.0,하락  210,-0.40%,0.0,52775.0,52780.0,52560.0
481.0,부광약품,4815.0,하락  25,-0.52%,500.0,4780.0,4845.0,4750.0
482.0,남해화학,6620.0,하락  70,-1.05%,1000.0,6690.0,6780.0,6610.0
483.0,디아이,11550.0,상승  180,+1.58%,500.0,11450.0,11780.0,11210.0
484.0,KODEX 은행,8345.0,하락  145,-1.71%,0.0,8445.0,8520.0,8305.0
485.0,한전산업,9860.0,상승  60,+0.61%,500.0,9830.0,9900.0,9710.0
486.0,서연이화,11890.0,상승  20,+0.17%,500.0,11850.0,11960.0,11770.0
487.0,예스코홀딩스,53200.0,"상승  1,500",+2.90%,5000.0,52000.0,54300.0,51700.0
488.0,한투 KIS CD금리투자 ETN,53190.0,보합0,0.00%,0.0,53190.0,53190.0,53190.0
489.0,KODEX 국고채10년액티브,112490.0,하락  655,-0.58%,0.0,113160.0,113205.0,112490.0
490.0,대원제약,14200.0,하락  50,-0.35%,500.0,14270.0,14340.0,14170.0
491.0,KODEX 26-12 회사채(AA-이상)액티브,10580.0,하락  5,-0.05%,0.0,10580.0,10585.0,10575.0
492.0,1Q CD금리액티브(합성),100815.0,상승  20,+0.02%,0.0,100815.0,100815.0,100810.0
493.0,아세아제지,7380.0,하락  170,-2.25%,1000.0,7550.0,7560.0,7330.0
494.0,TIGER 2차전지TOP10,8820.0,하락  420,-4.55%,0.0,9240.0,9280.0,8760.0
495.0,한국금융지주우,53500.0,"하락  1,700",-3.08%,5000.0,55200.0,55500.0,53000.0
496.0,엘브이엠씨홀딩스,1803.0,하락  20,-1.10%,0.0,1823.0,1837.0,1788.0
497.0,삼일제약,14180.0,"상승  1,260",+9.75%,500.0,13330.0,15130.0,13120.0
498.0,신성통상,2140.0,하락  25,-1.15%,500.0,2210.0,2210.0,2070.0
499.0,유나이티드제약,18680.0,상승  80,+0.43%,500.0,18600.0,18760.0,18430.0
500.0,롯데이노베이트,20100.0,상승  240,+1.21%,5000.0,19800.0,20200.0,19530.0
501.0,LX하우시스,33900.0,하락  100,-0.29%,5000.0,34100.0,34100.0,33650.0
502.0,TIGER 테슬라채권혼합Fn,15030.0,상승  335,+2.28%,0.0,14980.0,15030.0,14970.0
503.0,농심홀딩스,65300.0,상승  700,+1.08%,5000.0,64600.0,65500.0,64500.0
504.0,삼성 인버스 2X 코스닥150 선물 ETN,7525.0,상승  175,+2.38%,0.0,7295.0,7580.0,7280.0
505.0,KODEX 미국30년국채액티브(H),9435.0,하락  15,-0.16%,0.0,9445.0,9455.0,9430.0
506.0,KODEX 미국30년국채울트라선물(H),7760.0,하락  10,-0.13%,0.0,7765.0,7770.0,7750.0
507.0,광동제약,5680.0,상승  10,+0.18%,1000.0,5670.0,5700.0,5650.0
508.0,KODEX 미국배당다우존스,11045.0,하락  90,-0.81%,0.0,11060.0,11060.0,11000.0
509.0,한화3우B,15240.0,하락  90,-0.59%,5000.0,15300.0,15300.0,15180.0
510.0,미래에셋 레버리지 원유선물혼합 ETN(H),7185.0,상승  5,+0.07%,0.0,7140.0,7185.0,7130.0
511.0,TIGER 글로벌자율주행&전기차SOLACTIVE,11300.0,하락  15,-0.13%,0.0,11355.0,11355.0,11260.0
512.0,TIMEFOLIO 글로벌AI인공지능액티브,26950.0,상승  770,+2.94%,0.0,26885.0,26965.0,26855.0
513.0,LG생활건강우,139500.0,하락  500,-0.36%,5000.0,140000.0,140200.0,138300.0
514.0,KODEX ESG종합채권(A-이상)액티브,112895.0,하락  45,-0.04%,0.0,113130.0,113130.0,112895.0
515.0,DB,1438.0,보합0,0.00%,500.0,1443.0,1460.0,1425.0
516.0,SBS,15520.0,하락  160,-1.02%,5000.0,15680.0,15710.0,15480.0
517.0,모토닉,8690.0,상승  50,+0.58%,500.0,8600.0,8690.0,8600.0
518.0,한진,19100.0,상승  40,+0.21%,5000.0,19140.0,19140.0,18910.0
519.0,자화전자,12860.0,하락  30,-0.23%,500.0,12900.0,12930.0,12640.0
520.0,교촌에프앤비,11400.0,하락  100,-0.87%,500.0,11550.0,11610.0,11100.0
521.0,삼화콘덴서,27350.0,하락  100,-0.36%,1000.0,27450.0,27550.0,27000.0
522.0,수산인더스트리,19490.0,하락  190,-0.97%,200.0,19770.0,19770.0,19250.0
523.0,부국증권,26550.0,상승  250,+0.95%,5000.0,26400.0,26550.0,26100.0
524.0,CR홀딩스,5870.0,하락  40,-0.68%,500.0,5980.0,5980.0,5830.0
525.0,백산,12780.0,하락  150,-1.16%,500.0,12860.0,13000.0,12760.0
526.0,PLUS 종합채권(AA-이상)액티브,113615.0,하락  645,-0.56%,0.0,114145.0,114145.0,113615.0
527.0,한일현대시멘트,14150.0,상승  160,+1.14%,5000.0,13990.0,14240.0,13990.0
528.0,KODEX 25-11 회사채(A+이상)액티브,10695.0,하락  5,-0.05%,0.0,10700.0,10705.0,10695.0
529.0,아이마켓코리아,8150.0,상승  30,+0.37%,500.0,8130.0,8160.0,8090.0
530.0,이리츠코크렙,4260.0,보합0,0.00%,500.0,4260.0,4475.0,4210.0
531.0,TIGER 헬스케어,36700.0,하락  430,-1.16%,0.0,37170.0,37170.0,36500.0
532.0,송원산업,11050.0,하락  110,-0.99%,500.0,11160.0,11160.0,10950.0
533.0,에어부산,2270.0,하락  15,-0.66%,1000.0,2310.0,2310.0,2250.0
534.0,삼양패키징,16700.0,상승  270,+1.64%,5000.0,16450.0,16730.0,16450.0
535.0,한국토지신탁,1041.0,상승  3,+0.29%,1000.0,1035.0,1041.0,1034.0
536.0,대동,10250.0,하락  140,-1.35%,1000.0,10500.0,10570.0,10210.0
537.0,국도화학,29000.0,상승  300,+1.05%,5000.0,28750.0,29000.0,28450.0
538.0,현대코퍼레이션,19670.0,하락  90,-0.46%,5000.0,19790.0,20000.0,19530.0
539.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),6825.0,하락  30,-0.44%,0.0,6855.0,6905.0,6825.0
540.0,서울가스,51600.0,보합0,0.00%,5000.0,51700.0,51700.0,51300.0
541.0,에이프로젠,848.0,하락  32,-3.64%,500.0,880.0,889.0,848.0
542.0,제주은행,8000.0,하락  90,-1.11%,5000.0,8080.0,8160.0,7900.0
543.0,유진투자증권,2650.0,보합0,0.00%,5000.0,2655.0,2670.0,2605.0
544.0,KG케미칼,3745.0,하락  45,-1.19%,1000.0,3800.0,3825.0,3725.0
545.0,YG PLUS,4030.0,하락  100,-2.42%,500.0,4180.0,4205.0,4030.0
546.0,신성이엔지,1237.0,상승  3,+0.24%,500.0,1234.0,1249.0,1221.0
547.0,삼진제약,18280.0,상승  70,+0.38%,1000.0,18210.0,18350.0,18150.0
548.0,DS단석,43350.0,"하락  2,850",-6.17%,500.0,45700.0,45850.0,43200.0
549.0,1Q 단기금융채액티브,105830.0,상승  5,0.00%,0.0,105850.0,105850.0,105830.0
550.0,종근당홀딩스,50300.0,상승  550,+1.11%,2500.0,50000.0,51000.0,49600.0
551.0,SIMPAC,3840.0,상승  20,+0.52%,500.0,3975.0,3975.0,3810.0
552.0,화신,7190.0,상승  160,+2.28%,500.0,7020.0,7250.0,6970.0
553.0,화승인더,4520.0,상승  35,+0.78%,500.0,4480.0,4520.0,4405.0
554.0,TIGER 미국필라델피아반도체레버리지(합성),26740.0,"상승  1,115",+4.35%,0.0,26605.0,26780.0,26575.0
555.0,이연제약,13420.0,하락  90,-0.67%,500.0,13580.0,13580.0,13280.0
556.0,대한제당,2760.0,보합0,0.00%,500.0,2765.0,2790.0,2745.0
557.0,HD현대에너지솔루션,22050.0,하락  150,-0.68%,5000.0,22200.0,22350.0,21500.0
558.0,TIGER 일본니케이225,22210.0,상승  25,+0.11%,0.0,22180.0,22365.0,22135.0
559.0,대원전선,3280.0,상승  70,+2.18%,500.0,3330.0,3800.0,3230.0
560.0,삼성SDI우,151800.0,"하락  5,900",-3.74%,5000.0,158000.0,158000.0,149100.0
561.0,삼영무역,13290.0,상승  200,+1.53%,500.0,13090.0,13290.0,13020.0
562.0,대원강업,3930.0,상승  40,+1.03%,500.0,3890.0,3990.0,3875.0
563.0,KODEX 코스닥150선물인버스,4095.0,상승  45,+1.11%,0.0,4035.0,4115.0,4030.0
564.0,TIGER 27-04회사채(A+이상)액티브,52020.0,하락  60,-0.12%,0.0,52090.0,52090.0,52010.0
565.0,넥센,4515.0,하락  20,-0.44%,500.0,4545.0,4580.0,4470.0
566.0,현대차증권,7600.0,하락  70,-0.91%,5000.0,7710.0,7710.0,7550.0
567.0,동국홀딩스,7530.0,하락  10,-0.13%,5000.0,7540.0,7560.0,7460.0
568.0,잇츠한불,10900.0,상승  20,+0.18%,500.0,10780.0,10990.0,10780.0
569.0,신대양제지,5930.0,상승  20,+0.34%,500.0,5920.0,6070.0,5920.0
570.0,콜마홀딩스,6920.0,하락  80,-1.14%,500.0,6980.0,7030.0,6900.0
571.0,KODEX 미국AI전력핵심인프라,13115.0,상승  95,+0.73%,0.0,13050.0,13160.0,13050.0
